Model,MDO34
Firmware Version,1.10.4

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,0.0004,
Horizontal Delay,0,
Sample Interval,4e-08,
Record Length,100000,
Gating,0.0% to 100.0%,
Probe Attenuation,5,250
Vertical Units,A,V
Vertical Offset,0,0
Vertical Scale,1,20
Vertical Position,0,0
,,
,,
,,
Label,,
TIME,CH1,CH2
1.30384e-03,-1,-29.6
1.30388e-03,-1,-29.6
1.30392e-03,-1.08,-29.6
1.30396e-03,-1.12,-29.6
1.30400e-03,-1.16,-28.8
1.30404e-03,-1.16,-29.6
1.30408e-03,-1.12,-29.6
1.30412e-03,-1.16,-29.6
1.30416e-03,-1.2,-30.4
1.30420e-03,-1.24,-29.6
1.30424e-03,-1.28,-28.8
1.30428e-03,-1.28,-29.6
1.30432e-03,-1.28,-30.4
1.30436e-03,-1.28,-29.6
1.30440e-03,-1.32,-29.6
1.30444e-03,-1.36,-29.6
1.30448e-03,-1.36,-29.6
1.30452e-03,-1.32,-29.6
1.30456e-03,-1.36,-29.6
1.30460e-03,-1.36,-29.6
1.30464e-03,-1.4,-28.8
1.30468e-03,-1.44,-30.4
1.30472e-03,-1.44,-29.6
1.30476e-03,-1.4,-29.6
1.30480e-03,-1.44,-29.6
1.30484e-03,-1.48,-29.6
1.30488e-03,-1.44,-30.4
1.30492e-03,-1.48,-29.6
1.30496e-03,-1.48,-29.6
1.30500e-03,-1.52,-30.4
1.30504e-03,-1.48,-29.6
1.30508e-03,-1.52,-30.4
1.30512e-03,-1.52,-30.4
1.30516e-03,-1.52,-29.6
1.30520e-03,-1.52,-29.6
1.30524e-03,-1.48,-30.4
1.30528e-03,-1.56,-29.6
1.30532e-03,-1.52,-29.6
1.30536e-03,-1.52,-29.6
1.30540e-03,-1.48,-29.6
1.30544e-03,-1.52,-28.8
1.30548e-03,-1.52,-29.6
1.30552e-03,-1.48,-29.6
1.30556e-03,-1.52,-30.4
1.30560e-03,-1.52,-29.6
1.30564e-03,-1.48,-29.6
1.30568e-03,-1.48,-29.6
1.30572e-03,-1.48,-29.6
1.30576e-03,-1.44,-29.6
1.30580e-03,-1.48,-29.6
1.30584e-03,-1.44,-29.6
1.30588e-03,-1.48,-30.4
1.30592e-03,-1.44,-29.6
1.30596e-03,-1.44,-29.6
1.30600e-03,-1.44,-29.6
1.30604e-03,-1.4,-29.6
1.30608e-03,-1.36,-29.6
1.30612e-03,-1.36,-29.6
1.30616e-03,-1.4,-30.4
1.30620e-03,-1.4,-29.6
1.30624e-03,-1.36,-30.4
1.30628e-03,-1.32,-29.6
1.30632e-03,-1.36,-29.6
1.30636e-03,-1.28,-30.4
1.30640e-03,-1.28,-29.6
1.30644e-03,-1.28,-30.4
1.30648e-03,-1.28,-29.6
1.30652e-03,-1.24,-30.4
1.30656e-03,-1.24,-29.6
1.30660e-03,-1.2,-29.6
1.30664e-03,-1.2,-29.6
1.30668e-03,-1.2,-29.6
1.30672e-03,-1.16,-29.6
1.30676e-03,-1.12,-29.6
1.30680e-03,-1.08,-30.4
1.30684e-03,-1.08,-29.6
1.30688e-03,-1.04,-28.8
1.30692e-03,-1.04,-27.2
1.30696e-03,-1,-24
1.30700e-03,-0.96,3.2
1.30704e-03,-0.88,0.8
1.30708e-03,-0.96,-0.8
1.30712e-03,-0.88,-0.8
1.30716e-03,-0.88,0.8
1.30720e-03,-0.88,-0.8
1.30724e-03,-0.8,-0.8
1.30728e-03,-0.72,0
1.30732e-03,-0.8,0
1.30736e-03,-0.72,0
1.30740e-03,-0.72,-0.8
1.30744e-03,-0.68,-0.8
1.30748e-03,-0.64,0
1.30752e-03,-0.6,0
1.30756e-03,-0.6,-0.8
1.30760e-03,-0.56,0
1.30764e-03,-0.52,-0.8
1.30768e-03,-0.48,0
1.30772e-03,-0.44,0
1.30776e-03,-0.4,0
1.30780e-03,-0.36,-0.8
1.30784e-03,-0.36,-0.8
1.30788e-03,-0.28,0
1.30792e-03,-0.28,0
1.30796e-03,-0.2,-0.8
1.30800e-03,-0.2,0
1.30804e-03,-0.2,-0.8
1.30808e-03,-0.16,-0.8
1.30812e-03,-0.12,0
1.30816e-03,-0.08,-0.8
1.30820e-03,-0.04,0
1.30824e-03,-0.04,0
1.30828e-03,0,0
1.30832e-03,0.04,-0.8
1.30836e-03,0.08,-0.8
1.30840e-03,0.08,-0.8
1.30844e-03,0.12,0
1.30848e-03,0.16,-0.8
1.30852e-03,0.16,0
1.30856e-03,0.24,0
1.30860e-03,0.2,0
1.30864e-03,0.24,-0.8
1.30868e-03,0.24,-0.8
1.30872e-03,0.28,-0.8
1.30876e-03,0.32,-0.8
1.30880e-03,0.36,-2.4
1.30884e-03,0.4,-2.4
1.30888e-03,0.44,-2.4
1.30892e-03,0.48,28.8
1.30896e-03,0.64,20
1.30900e-03,0.52,27.2
1.30904e-03,0.6,31.2
1.30908e-03,0.64,28
1.30912e-03,0.56,26.4
1.30916e-03,0.6,30.4
1.30920e-03,0.76,32
1.30924e-03,0.72,29.6
1.30928e-03,0.72,27.2
1.30932e-03,0.76,29.6
1.30936e-03,0.76,28.8
1.30940e-03,0.84,28.8
1.30944e-03,0.92,28
1.30948e-03,0.92,29.6
1.30952e-03,0.88,29.6
1.30956e-03,0.92,28
1.30960e-03,0.96,28
1.30964e-03,1,29.6
1.30968e-03,1.04,29.6
1.30972e-03,1.04,28.8
1.30976e-03,1.04,28.8
1.30980e-03,1.08,28.8
1.30984e-03,1.12,28.8
1.30988e-03,1.16,29.6
1.30992e-03,1.16,29.6
1.30996e-03,1.16,28.8
1.31000e-03,1.2,28.8
1.31004e-03,1.2,28.8
1.31008e-03,1.24,29.6
1.31012e-03,1.24,29.6
1.31016e-03,1.28,28.8
1.31020e-03,1.28,28.8
1.31024e-03,1.32,29.6
1.31028e-03,1.36,28.8
1.31032e-03,1.36,28.8
1.31036e-03,1.36,28.8
1.31040e-03,1.36,28.8
1.31044e-03,1.36,29.6
1.31048e-03,1.36,28.8
1.31052e-03,1.44,28.8
1.31056e-03,1.44,28.8
1.31060e-03,1.44,28.8
1.31064e-03,1.44,28.8
1.31068e-03,1.48,28.8
1.31072e-03,1.44,28.8
1.31076e-03,1.48,28.8
1.31080e-03,1.44,28.8
1.31084e-03,1.48,29.6
1.31088e-03,1.52,28.8
1.31092e-03,1.52,28.8
1.31096e-03,1.52,28.8
1.31100e-03,1.52,29.6
1.31104e-03,1.52,28.8
1.31108e-03,1.56,29.6
1.31112e-03,1.52,29.6
1.31116e-03,1.56,29.6
1.31120e-03,1.56,28.8
1.31124e-03,1.48,28
1.31128e-03,1.52,28.8
1.31132e-03,1.52,29.6
1.31136e-03,1.56,28.8
1.31140e-03,1.52,28
1.31144e-03,1.52,28.8
1.31148e-03,1.52,29.6
1.31152e-03,1.52,28.8
1.31156e-03,1.52,29.6
1.31160e-03,1.52,28.8
1.31164e-03,1.48,29.6
1.31168e-03,1.48,28.8
1.31172e-03,1.52,28.8
1.31176e-03,1.48,29.6
1.31180e-03,1.48,28.8
1.31184e-03,1.48,29.6
1.31188e-03,1.48,28.8
1.31192e-03,1.4,28.8
1.31196e-03,1.44,28.8
1.31200e-03,1.4,29.6
1.31204e-03,1.4,28.8
1.31208e-03,1.36,28.8
1.31212e-03,1.32,28.8
1.31216e-03,1.36,28.8
1.31220e-03,1.36,29.6
1.31224e-03,1.32,29.6
1.31228e-03,1.32,29.6
1.31232e-03,1.28,28.8
1.31236e-03,1.28,29.6
1.31240e-03,1.28,28.8
1.31244e-03,1.24,28.8
1.31248e-03,1.24,29.6
1.31252e-03,1.2,28.8
1.31256e-03,1.2,29.6
1.31260e-03,1.16,28.8
1.31264e-03,1.16,29.6
1.31268e-03,1.12,28.8
1.31272e-03,1.08,28
1.31276e-03,1.08,27.2
1.31280e-03,1.04,24.8
1.31284e-03,1,23.2
1.31288e-03,0.96,-3.2
1.31292e-03,0.88,-2.4
1.31296e-03,0.96,0
1.31300e-03,0.88,2.4
1.31304e-03,0.88,1.6
1.31308e-03,0.88,0
1.31312e-03,0.8,-0.8
1.31316e-03,0.72,-1.6
1.31320e-03,0.8,-0.8
1.31324e-03,0.72,-0.8
1.31328e-03,0.68,0
1.31332e-03,0.68,0
1.31336e-03,0.64,0
1.31340e-03,0.56,0
1.31344e-03,0.6,0
1.31348e-03,0.56,-0.8
1.31352e-03,0.52,0
1.31356e-03,0.52,0
1.31360e-03,0.44,0
1.31364e-03,0.44,0
1.31368e-03,0.4,0
1.31372e-03,0.36,0
1.31376e-03,0.36,0
1.31380e-03,0.28,0
1.31384e-03,0.24,-0.8
1.31388e-03,0.24,0
1.31392e-03,0.2,0
1.31396e-03,0.12,0
1.31400e-03,0.08,0
1.31404e-03,0.08,0
1.31408e-03,0.04,0
1.31412e-03,0.04,0
1.31416e-03,0,0
1.31420e-03,0,0
1.31424e-03,-0.04,0
1.31428e-03,-0.04,0
1.31432e-03,-0.08,0
1.31436e-03,-0.12,0
1.31440e-03,-0.16,-0.8
1.31444e-03,-0.2,0
1.31448e-03,-0.24,0
1.31452e-03,-0.24,0
1.31456e-03,-0.28,-0.8
1.31460e-03,-0.28,0
1.31464e-03,-0.32,0
1.31468e-03,-0.36,0.8
1.31472e-03,-0.36,1.6
1.31476e-03,-0.44,1.6
1.31480e-03,-0.44,-14.4
1.31484e-03,-0.56,-27.2
1.31488e-03,-0.52,-36
1.31492e-03,-0.48,-32
1.31496e-03,-0.6,-26.4
1.31500e-03,-0.56,-26.4
1.31504e-03,-0.6,-31.2
1.31508e-03,-0.76,-32
1.31512e-03,-0.72,-28
1.31516e-03,-0.68,-28
1.31520e-03,-0.76,-30.4
1.31524e-03,-0.72,-31.2
1.31528e-03,-0.84,-29.6
1.31532e-03,-0.88,-28
1.31536e-03,-0.84,-29.6
1.31540e-03,-0.84,-29.6
1.31544e-03,-0.96,-29.6
1.31548e-03,-0.92,-29.6
1.31552e-03,-0.96,-28.8
1.31556e-03,-1.04,-30.4
1.31560e-03,-1.04,-29.6
1.31564e-03,-1.04,-29.6
1.31568e-03,-1.08,-29.6
1.31572e-03,-1.12,-29.6
1.31576e-03,-1.12,-29.6
1.31580e-03,-1.2,-29.6
1.31584e-03,-1.2,-28.8
1.31588e-03,-1.2,-29.6
1.31592e-03,-1.24,-29.6
1.31596e-03,-1.24,-29.6
1.31600e-03,-1.24,-28.8
1.31604e-03,-1.28,-29.6
1.31608e-03,-1.28,-29.6
1.31612e-03,-1.28,-30.4
1.31616e-03,-1.36,-29.6
1.31620e-03,-1.36,-29.6
1.31624e-03,-1.4,-29.6
1.31628e-03,-1.36,-30.4
1.31632e-03,-1.4,-29.6
1.31636e-03,-1.4,-30.4
1.31640e-03,-1.44,-29.6
1.31644e-03,-1.36,-29.6
1.31648e-03,-1.44,-30.4
1.31652e-03,-1.4,-29.6
1.31656e-03,-1.44,-29.6
1.31660e-03,-1.48,-29.6
1.31664e-03,-1.48,-29.6
1.31668e-03,-1.44,-30.4
1.31672e-03,-1.48,-29.6
1.31676e-03,-1.48,-30.4
1.31680e-03,-1.52,-30.4
1.31684e-03,-1.52,-29.6
1.31688e-03,-1.52,-30.4
1.31692e-03,-1.52,-29.6
1.31696e-03,-1.52,-29.6
1.31700e-03,-1.52,-30.4
1.31704e-03,-1.52,-30.4
1.31708e-03,-1.52,-29.6
1.31712e-03,-1.48,-29.6
1.31716e-03,-1.52,-29.6
1.31720e-03,-1.52,-29.6
1.31724e-03,-1.52,-29.6
1.31728e-03,-1.48,-30.4
1.31732e-03,-1.52,-30.4
1.31736e-03,-1.52,-28.8
1.31740e-03,-1.48,-30.4
1.31744e-03,-1.48,-29.6
1.31748e-03,-1.48,-29.6
1.31752e-03,-1.48,-30.4
1.31756e-03,-1.44,-29.6
1.31760e-03,-1.48,-29.6
1.31764e-03,-1.44,-30.4
1.31768e-03,-1.44,-30.4
1.31772e-03,-1.4,-29.6
1.31776e-03,-1.4,-30.4
1.31780e-03,-1.44,-29.6
1.31784e-03,-1.4,-29.6
1.31788e-03,-1.36,-29.6
1.31792e-03,-1.4,-29.6
1.31796e-03,-1.36,-29.6
1.31800e-03,-1.32,-29.6
1.31804e-03,-1.36,-29.6
1.31808e-03,-1.32,-29.6
1.31812e-03,-1.28,-30.4
1.31816e-03,-1.28,-30.4
1.31820e-03,-1.28,-29.6
1.31824e-03,-1.28,-29.6
1.31828e-03,-1.24,-29.6
1.31832e-03,-1.24,-29.6
1.31836e-03,-1.2,-29.6
1.31840e-03,-1.2,-30.4
1.31844e-03,-1.2,-29.6
1.31848e-03,-1.12,-29.6
1.31852e-03,-1.12,-29.6
1.31856e-03,-1.08,-29.6
1.31860e-03,-1.08,-30.4
1.31864e-03,-1.08,-29.6
1.31868e-03,-1.08,-28
1.31872e-03,-1.04,-26.4
1.31876e-03,-0.96,-3.2
1.31880e-03,-0.88,-2.4
1.31884e-03,-0.96,-1.6
1.31888e-03,-0.92,0.8
1.31892e-03,-0.88,0
1.31896e-03,-0.88,-0.8
1.31900e-03,-0.84,0
1.31904e-03,-0.76,0.8
1.31908e-03,-0.76,0
1.31912e-03,-0.76,-0.8
1.31916e-03,-0.68,-0.8
1.31920e-03,-0.64,0
1.31924e-03,-0.64,-0.8
1.31928e-03,-0.6,0
1.31932e-03,-0.56,0
1.31936e-03,-0.56,0
1.31940e-03,-0.52,-0.8
1.31944e-03,-0.48,-0.8
1.31948e-03,-0.44,0
1.31952e-03,-0.4,0
1.31956e-03,-0.4,-0.8
1.31960e-03,-0.36,0
1.31964e-03,-0.32,-0.8
1.31968e-03,-0.28,0
1.31972e-03,-0.2,0
1.31976e-03,-0.2,0
1.31980e-03,-0.2,-0.8
1.31984e-03,-0.16,0
1.31988e-03,-0.12,0
1.31992e-03,-0.08,-0.8
1.31996e-03,-0.08,0
1.32000e-03,-0.04,0
1.32004e-03,-0.04,0
1.32008e-03,0,-0.8
1.32012e-03,0.04,0
1.32016e-03,0.04,-0.8
1.32020e-03,0.12,0
1.32024e-03,0.08,0
1.32028e-03,0.16,-0.8
1.32032e-03,0.2,-0.8
1.32036e-03,0.2,-0.8
1.32040e-03,0.24,0
1.32044e-03,0.28,-0.8
1.32048e-03,0.32,0
1.32052e-03,0.32,-1.6
1.32056e-03,0.36,-2.4
1.32060e-03,0.4,-2.4
1.32064e-03,0.4,0
1.32068e-03,0.52,38.4
1.32072e-03,0.64,28.8
1.32076e-03,0.48,25.6
1.32080e-03,0.6,29.6
1.32084e-03,0.6,29.6
1.32088e-03,0.6,27.2
1.32092e-03,0.68,27.2
1.32096e-03,0.72,30.4
1.32100e-03,0.68,30.4
1.32104e-03,0.76,29.6
1.32108e-03,0.76,28
1.32112e-03,0.8,29.6
1.32116e-03,0.84,29.6
1.32120e-03,0.92,29.6
1.32124e-03,0.88,28
1.32128e-03,0.92,28.8
1.32132e-03,0.92,29.6
1.32136e-03,0.96,28.8
1.32140e-03,1.04,29.6
1.32144e-03,1.04,28.8
1.32148e-03,1,29.6
1.32152e-03,1.04,28.8
1.32156e-03,1.12,28.8
1.32160e-03,1.12,28.8
1.32164e-03,1.16,29.6
1.32168e-03,1.16,28.8
1.32172e-03,1.16,28.8
1.32176e-03,1.2,28.8
1.32180e-03,1.24,28
1.32184e-03,1.24,28.8
1.32188e-03,1.28,29.6
1.32192e-03,1.24,28.8
1.32196e-03,1.28,28.8
1.32200e-03,1.32,29.6
1.32204e-03,1.32,29.6
1.32208e-03,1.32,28.8
1.32212e-03,1.36,29.6
1.32216e-03,1.36,29.6
1.32220e-03,1.36,28.8
1.32224e-03,1.44,28.8
1.32228e-03,1.44,29.6
1.32232e-03,1.44,29.6
1.32236e-03,1.44,29.6
1.32240e-03,1.44,28.8
1.32244e-03,1.48,28.8
1.32248e-03,1.44,29.6
1.32252e-03,1.48,29.6
1.32256e-03,1.48,29.6
1.32260e-03,1.48,29.6
1.32264e-03,1.48,28.8
1.32268e-03,1.48,29.6
1.32272e-03,1.52,28.8
1.32276e-03,1.52,28.8
1.32280e-03,1.52,29.6
1.32284e-03,1.52,28.8
1.32288e-03,1.52,28.8
1.32292e-03,1.52,29.6
1.32296e-03,1.56,28.8
1.32300e-03,1.56,29.6
1.32304e-03,1.52,28.8
1.32308e-03,1.52,29.6
1.32312e-03,1.52,29.6
1.32316e-03,1.56,30.4
1.32320e-03,1.52,28.8
1.32324e-03,1.56,28.8
1.32328e-03,1.48,28.8
1.32332e-03,1.48,28.8
1.32336e-03,1.52,29.6
1.32340e-03,1.48,28.8
1.32344e-03,1.48,28.8
1.32348e-03,1.48,29.6
1.32352e-03,1.48,28.8
1.32356e-03,1.44,28.8
1.32360e-03,1.44,28
1.32364e-03,1.44,29.6
1.32368e-03,1.4,29.6
1.32372e-03,1.4,28.8
1.32376e-03,1.4,29.6
1.32380e-03,1.36,29.6
1.32384e-03,1.36,29.6
1.32388e-03,1.4,29.6
1.32392e-03,1.32,28.8
1.32396e-03,1.32,29.6
1.32400e-03,1.36,28.8
1.32404e-03,1.28,29.6
1.32408e-03,1.24,30.4
1.32412e-03,1.24,28.8
1.32416e-03,1.24,28.8
1.32420e-03,1.24,28.8
1.32424e-03,1.2,28.8
1.32428e-03,1.2,28.8
1.32432e-03,1.24,28.8
1.32436e-03,1.16,29.6
1.32440e-03,1.12,29.6
1.32444e-03,1.12,29.6
1.32448e-03,1.12,28.8
1.32452e-03,1.08,28
1.32456e-03,1.04,25.6
1.32460e-03,1.04,24
1.32464e-03,0.96,6.4
1.32468e-03,0.84,3.2
1.32472e-03,0.92,3.2
1.32476e-03,0.92,1.6
1.32480e-03,0.88,-1.6
1.32484e-03,0.88,-2.4
1.32488e-03,0.8,-1.6
1.32492e-03,0.76,-0.8
1.32496e-03,0.76,0
1.32500e-03,0.76,0
1.32504e-03,0.72,0
1.32508e-03,0.68,0
1.32512e-03,0.64,0
1.32516e-03,0.56,-0.8
1.32520e-03,0.56,0
1.32524e-03,0.56,0
1.32528e-03,0.52,0
1.32532e-03,0.52,0
1.32536e-03,0.44,0
1.32540e-03,0.4,0
1.32544e-03,0.4,0
1.32548e-03,0.36,-0.8
1.32552e-03,0.32,0
1.32556e-03,0.28,0
1.32560e-03,0.24,0
1.32564e-03,0.2,0
1.32568e-03,0.2,0
1.32572e-03,0.16,0
1.32576e-03,0.08,0
1.32580e-03,0.08,0
1.32584e-03,0.04,0
1.32588e-03,0.04,0
1.32592e-03,0,0
1.32596e-03,0,0
1.32600e-03,-0.08,0
1.32604e-03,-0.04,0
1.32608e-03,-0.08,0
1.32612e-03,-0.12,0
1.32616e-03,-0.16,0
1.32620e-03,-0.16,0
1.32624e-03,-0.24,0
1.32628e-03,-0.24,0
1.32632e-03,-0.28,0
1.32636e-03,-0.28,0
1.32640e-03,-0.32,0
1.32644e-03,-0.32,1.6
1.32648e-03,-0.4,0.8
1.32652e-03,-0.4,0.8
1.32656e-03,-0.44,-31.2
1.32660e-03,-0.6,-22.4
1.32664e-03,-0.48,-27.2
1.32668e-03,-0.52,-36
1.32672e-03,-0.56,-32.8
1.32676e-03,-0.56,-26.4
1.32680e-03,-0.6,-28
1.32684e-03,-0.76,-32
1.32688e-03,-0.68,-31.2
1.32692e-03,-0.68,-28.8
1.32696e-03,-0.76,-28.8
1.32700e-03,-0.8,-30.4
1.32704e-03,-0.84,-31.2
1.32708e-03,-0.88,-29.6
1.32712e-03,-0.84,-28.8
1.32716e-03,-0.88,-29.6
1.32720e-03,-0.92,-31.2
1.32724e-03,-0.96,-29.6
1.32728e-03,-1,-29.6
1.32732e-03,-1.04,-29.6
1.32736e-03,-1,-29.6
1.32740e-03,-1.04,-31.2
1.32744e-03,-1.08,-29.6
1.32748e-03,-1.08,-29.6
1.32752e-03,-1.16,-30.4
1.32756e-03,-1.16,-29.6
1.32760e-03,-1.12,-29.6
1.32764e-03,-1.2,-29.6
1.32768e-03,-1.24,-29.6
1.32772e-03,-1.24,-28.8
1.32776e-03,-1.28,-29.6
1.32780e-03,-1.24,-29.6
1.32784e-03,-1.32,-29.6
1.32788e-03,-1.32,-29.6
1.32792e-03,-1.32,-30.4
1.32796e-03,-1.36,-29.6
1.32800e-03,-1.36,-30.4
1.32804e-03,-1.36,-29.6
1.32808e-03,-1.4,-29.6
1.32812e-03,-1.36,-28.8
1.32816e-03,-1.4,-30.4
1.32820e-03,-1.44,-29.6
1.32824e-03,-1.44,-28.8
1.32828e-03,-1.4,-29.6
1.32832e-03,-1.48,-29.6
1.32836e-03,-1.44,-29.6
1.32840e-03,-1.48,-30.4
1.32844e-03,-1.52,-29.6
1.32848e-03,-1.48,-29.6
1.32852e-03,-1.48,-29.6
1.32856e-03,-1.52,-29.6
1.32860e-03,-1.48,-29.6
1.32864e-03,-1.52,-29.6
1.32868e-03,-1.52,-29.6
1.32872e-03,-1.52,-28.8
1.32876e-03,-1.52,-29.6
1.32880e-03,-1.52,-29.6
1.32884e-03,-1.52,-30.4
1.32888e-03,-1.56,-29.6
1.32892e-03,-1.48,-29.6
1.32896e-03,-1.52,-30.4
1.32900e-03,-1.52,-29.6
1.32904e-03,-1.52,-29.6
1.32908e-03,-1.52,-29.6
1.32912e-03,-1.48,-28.8
1.32916e-03,-1.52,-29.6
1.32920e-03,-1.52,-29.6
1.32924e-03,-1.52,-30.4
1.32928e-03,-1.48,-29.6
1.32932e-03,-1.48,-29.6
1.32936e-03,-1.48,-29.6
1.32940e-03,-1.48,-29.6
1.32944e-03,-1.44,-29.6
1.32948e-03,-1.44,-30.4
1.32952e-03,-1.44,-30.4
1.32956e-03,-1.4,-29.6
1.32960e-03,-1.4,-30.4
1.32964e-03,-1.4,-29.6
1.32968e-03,-1.4,-30.4
1.32972e-03,-1.36,-30.4
1.32976e-03,-1.36,-30.4
1.32980e-03,-1.36,-29.6
1.32984e-03,-1.32,-28.8
1.32988e-03,-1.36,-30.4
1.32992e-03,-1.28,-28.8
1.32996e-03,-1.28,-29.6
1.33000e-03,-1.28,-30.4
1.33004e-03,-1.24,-30.4
1.33008e-03,-1.24,-29.6
1.33012e-03,-1.2,-30.4
1.33016e-03,-1.2,-29.6
1.33020e-03,-1.16,-30.4
1.33024e-03,-1.16,-29.6
1.33028e-03,-1.16,-29.6
1.33032e-03,-1.12,-29.6
1.33036e-03,-1.08,-30.4
1.33040e-03,-1.08,-29.6
1.33044e-03,-1,-28.8
1.33048e-03,-1,-26.4
1.33052e-03,-0.96,-8.8
1.33056e-03,-0.88,-3.2
1.33060e-03,-0.96,0
1.33064e-03,-0.96,0
1.33068e-03,-0.84,0
1.33072e-03,-0.88,-0.8
1.33076e-03,-0.88,0
1.33080e-03,-0.72,0.8
1.33084e-03,-0.76,-0.8
1.33088e-03,-0.76,-1.6
1.33092e-03,-0.68,0
1.33096e-03,-0.68,0
1.33100e-03,-0.64,-0.8
1.33104e-03,-0.56,-0.8
1.33108e-03,-0.6,-0.8
1.33112e-03,-0.56,0
1.33116e-03,-0.52,0
1.33120e-03,-0.48,-0.8
1.33124e-03,-0.44,0
1.33128e-03,-0.4,0
1.33132e-03,-0.4,0
1.33136e-03,-0.36,-0.8
1.33140e-03,-0.28,0
1.33144e-03,-0.28,-0.8
1.33148e-03,-0.24,0
1.33152e-03,-0.2,0
1.33156e-03,-0.2,0
1.33160e-03,-0.12,0
1.33164e-03,-0.12,0
1.33168e-03,-0.08,0
1.33172e-03,-0.04,0
1.33176e-03,-0.04,-0.8
1.33180e-03,0,0
1.33184e-03,0,-0.8
1.33188e-03,0.04,0
1.33192e-03,0.08,0
1.33196e-03,0.08,0
1.33200e-03,0.12,-0.8
1.33204e-03,0.16,0
1.33208e-03,0.2,0
1.33212e-03,0.28,-0.8
1.33216e-03,0.24,-0.8
1.33220e-03,0.28,0
1.33224e-03,0.32,0
1.33228e-03,0.32,-0.8
1.33232e-03,0.36,-2.4
1.33236e-03,0.36,-2.4
1.33240e-03,0.4,3.2
1.33244e-03,0.56,38.4
1.33248e-03,0.56,34.4
1.33252e-03,0.52,26.4
1.33256e-03,0.56,28.8
1.33260e-03,0.6,31.2
1.33264e-03,0.6,28
1.33268e-03,0.72,25.6
1.33272e-03,0.76,28
1.33276e-03,0.68,29.6
1.33280e-03,0.76,29.6
1.33284e-03,0.76,28.8
1.33288e-03,0.8,28
1.33292e-03,0.88,29.6
1.33296e-03,0.88,28.8
1.33300e-03,0.84,28
1.33304e-03,0.92,28.8
1.33308e-03,0.96,28.8
1.33312e-03,0.96,29.6
1.33316e-03,1.04,28.8
1.33320e-03,1.04,29.6
1.33324e-03,1,28.8
1.33328e-03,1.08,28.8
1.33332e-03,1.12,28.8
1.33336e-03,1.12,28.8
1.33340e-03,1.16,28.8
1.33344e-03,1.2,28.8
1.33348e-03,1.16,28.8
1.33352e-03,1.2,28.8
1.33356e-03,1.24,29.6
1.33360e-03,1.24,29.6
1.33364e-03,1.28,28.8
1.33368e-03,1.28,28.8
1.33372e-03,1.28,28.8
1.33376e-03,1.32,28.8
1.33380e-03,1.36,28.8
1.33384e-03,1.36,29.6
1.33388e-03,1.36,28.8
1.33392e-03,1.4,28.8
1.33396e-03,1.4,28.8
1.33400e-03,1.4,28.8
1.33404e-03,1.4,29.6
1.33408e-03,1.44,29.6
1.33412e-03,1.44,28
1.33416e-03,1.48,28.8
1.33420e-03,1.48,28.8
1.33424e-03,1.48,28.8
1.33428e-03,1.52,28
1.33432e-03,1.48,29.6
1.33436e-03,1.48,28.8
1.33440e-03,1.52,28.8
1.33444e-03,1.52,28.8
1.33448e-03,1.52,28.8
1.33452e-03,1.52,28.8
1.33456e-03,1.52,28.8
1.33460e-03,1.52,28.8
1.33464e-03,1.52,28.8
1.33468e-03,1.56,28.8
1.33472e-03,1.52,28.8
1.33476e-03,1.52,28.8
1.33480e-03,1.52,28.8
1.33484e-03,1.52,28.8
1.33488e-03,1.52,29.6
1.33492e-03,1.52,28.8
1.33496e-03,1.52,28.8
1.33500e-03,1.48,29.6
1.33504e-03,1.52,29.6
1.33508e-03,1.52,28
1.33512e-03,1.52,30.4
1.33516e-03,1.48,28.8
1.33520e-03,1.48,28.8
1.33524e-03,1.52,28.8
1.33528e-03,1.44,29.6
1.33532e-03,1.48,29.6
1.33536e-03,1.48,28.8
1.33540e-03,1.44,28.8
1.33544e-03,1.44,29.6
1.33548e-03,1.44,28.8
1.33552e-03,1.4,28.8
1.33556e-03,1.4,29.6
1.33560e-03,1.4,29.6
1.33564e-03,1.36,28.8
1.33568e-03,1.36,28.8
1.33572e-03,1.32,29.6
1.33576e-03,1.32,29.6
1.33580e-03,1.32,28.8
1.33584e-03,1.28,28.8
1.33588e-03,1.24,28.8
1.33592e-03,1.28,28.8
1.33596e-03,1.24,28.8
1.33600e-03,1.24,28.8
1.33604e-03,1.24,28.8
1.33608e-03,1.2,28.8
1.33612e-03,1.2,29.6
1.33616e-03,1.12,28
1.33620e-03,1.08,29.6
1.33624e-03,1.08,28.8
1.33628e-03,1.08,28
1.33632e-03,1.04,25.6
1.33636e-03,1.04,24
1.33640e-03,1,12.8
1.33644e-03,0.88,2.4
1.33648e-03,0.92,0
1.33652e-03,0.92,-1.6
1.33656e-03,0.88,-3.2
1.33660e-03,0.84,-1.6
1.33664e-03,0.88,0
1.33668e-03,0.76,0.8
1.33672e-03,0.76,0.8
1.33676e-03,0.76,0
1.33680e-03,0.68,0
1.33684e-03,0.64,-0.8
1.33688e-03,0.64,-0.8
1.33692e-03,0.6,-0.8
1.33696e-03,0.56,0
1.33700e-03,0.56,0
1.33704e-03,0.52,0
1.33708e-03,0.48,0
1.33712e-03,0.44,0
1.33716e-03,0.4,-0.8
1.33720e-03,0.4,0
1.33724e-03,0.36,0
1.33728e-03,0.32,0
1.33732e-03,0.28,-0.8
1.33736e-03,0.24,0
1.33740e-03,0.24,0
